deposit_type,lead_time,total_of_special_requests,market_segment,adr,arrival_date_week_number,arrival_date_day_of_month,stays_in_week_nights
0,69,0,1,110.08,17,17,2
0,0,0,3,50.0,11,11,1
0,215,1,1,90.95,31,29,7
0,31,2,1,122.5,15,10,3
0,1,0,2,60.0,10,28,1
0,39,1,1,90.23,52,25,2
0,0,0,3,89.0,10,4,1
0,76,0,1,117.0,14,7,1
0,142,0,2,75.0,6,10,2
0,124,0,2,54.56,21,21,5
0,191,0,2,132.0,23,3,2
1,92,0,0,79.0,9,26,2
0,10,1,1,111.35,23,31,3
0,212,1,1,129.65,40,26,3
0,22,1,1,69.35,2,14,1
0,227,0,1,126.0,34,20,5
0,190,0,1,123.75,32,2,6
0,29,1,3,80.0,33,15,2
0,154,0,0,36.0,44,30,2
0,2,1,5,80.0,13,29,1
0,185,0,0,90.0,39,21,1
0,87,1,1,299.43,34,26,5
0,35,1,1,104.85,42,17,1
0,213,0,0,85.0,21,16,1
0,1,1,1,97.0,49,28,0
0,8,1,1,93.0,34,18,5
0,82,0,1,257.0,29,22,4
0,74,0,1,171.0,17,24,1
1,377,0,0,62.0,44,29,2
0,12,0,5,48.0,43,18,2
0,93,1,2,88.4,28,5,10
1,148,0,0,95.0,18,4,2
0,38,1,2,46.0,44,23,0
1,325,0,2,95.0,43,17,2
0,23,1,1,179.0,31,29,1
0,11,0,1,139.0,33,13,2
0,67,0,2,75.0,49,2,2
1,277,0,0,110.0,25,12,2
0,9,1,3,153.0,34,21,4
0,52,1,3,79.2,2,10,2
0,0,0,2,109.0,33,14,2
0,8,1,1,80.0,7,15,1
1,414,0,0,62.0,49,5,1
0,40,0,2,32.3,47,14,5
0,4,2,5,40.0,44,30,2
0,0,0,5,67.0,14,1,1
0,172,1,1,95.46,17,27,3
0,216,0,2,80.75,36,30,2
0,196,0,0,180.0,53,30,2
1,121,0,0,96.0,20,14,1
0,20,1,1,134.3,7,12,3
0,4,0,5,63.0,12,21,1
1,437,0,0,90.0,23,6,1
1,290,0,0,62.0,32,3,1
0,15,0,1,81.6,1,2,3
0,1,1,1,75.0,15,5,1
0,6,1,1,88.0,51,12,0
1,169,0,2,170.0,23,8,3
0,63,1,1,109.0,24,9,1
0,44,0,2,60.0,46,8,1
1,322,0,2,52.0,50,9,2
1,372,0,2,90.0,14,4,1
0,44,0,3,219.25,35,29,6
0,23,2,1,163.33,20,14,1
0,0,0,3,38.0,49,3,1
0,17,0,1,265.0,10,10,2
0,213,1,1,100.8,33,18,2
0,69,0,2,75.6,30,24,0
0,138,1,3,318.0,30,23,4
0,82,1,1,107.0,47,13,2
0,62,0,2,78.0,12,18,7
0,170,1,1,86.36,7,12,0
0,65,1,1,94.5,30,23,1
0,56,0,2,185.0,39,25,2
0,37,0,2,105.0,42,13,3
0,304,1,1,65.6,34,20,3
0,92,0,1,183.0,19,13,1
0,240,1,1,141.3,27,7,2
0,49,1,1,75.05,50,6,3
0,62,2,1,140.0,31,4,2
0,274,0,0,62.0,29,18,2
0,0,0,1,88.2,8,23,1
0,8,4,3,135.0,8,19,2
0,152,0,2,88.4,27,2,10
0,0,1,1,110.0,11,6,1
0,79,0,3,235.6,34,17,4
1,245,0,0,80.0,39,25,1
0,52,0,2,48.0,13,27,5
0,5,0,0,138.0,42,12,1
0,42,2,1,130.05,12,25,2
0,64,0,2,105.93,35,23,8
0,0,0,3,0.0,9,28,0
0,188,0,2,37.2,44,26,6
1,113,0,5,100.0,23,31,3
0,12,1,1,108.0,9,27,1
0,5,1,4,42.75,50,10,1
0,236,2,1,220.4,20,18,3
0,19,0,1,98.0,13,29,1
0,211,0,1,54.0,6,10,2
0,0,0,3,130.0,22,1,2
0,168,0,1,99.45,32,1,4
0,131,0,1,104.0,3,21,1
1,143,0,0,120.0,18,4,2
0,141,1,3,126.88,19,8,2
0,316,1,0,110.0,22,26,3
0,4,1,5,65.0,2,9,1
0,115,0,1,93.6,25,21,4
1,329,0,2,80.0,37,11,3
0,44,0,1,74.8,48,25,4
0,88,2,1,76.5,50,11,2
0,206,1,1,0.0,30,23,34
1,33,0,2,110.0,50,9,2
0,75,0,1,216.0,22,3,1
0,212,1,0,81.67,47,18,4
0,29,2,1,152.0,41,5,2
0,33,2,3,164.0,25,18,0
0,34,0,3,71.1,12,13,0
0,74,0,1,109.8,45,4,2
0,45,2,1,104.72,53,26,4
1,87,0,0,58.0,18,29,5
0,81,0,2,95.0,37,5,4
0,79,1,1,96.3,16,16,1
0,350,1,2,89.17,22,2,4
0,1,0,5,35.0,10,8,1
0,307,0,0,62.8,34,20,2
0,29,2,1,152.0,41,5,2
0,9,1,1,157.5,28,14,2
0,72,1,2,58.91,52,23,9
0,2,2,1,152.0,37,10,2
0,277,0,1,83.61,2,13,2
0,423,1,2,122.4,29,22,1
0,0,0,1,124.0,34,18,1
0,14,0,5,30.0,11,7,3
0,57,0,1,162.0,20,18,3
0,145,2,3,188.5,26,1,3
0,64,2,1,111.6,53,26,2
0,78,0,3,181.0,32,8,1
0,54,1,1,210.0,32,11,2
0,3,1,3,122.0,6,10,2
0,2,1,1,115.0,36,2,1
0,134,0,0,75.0,8,25,1
0,115,0,2,89.1,18,6,4
0,321,0,0,62.8,36,3,2
0,168,2,1,166.5,18,30,0
0,3,1,3,60.0,50,6,2
0,0,1,1,129.0,26,21,1
0,79,1,1,149.0,25,20,2
0,117,3,1,73.0,21,21,3
0,96,0,0,34.0,12,19,5
0,0,1,5,42.0,15,5,1
0,335,0,2,80.0,42,13,3
0,14,1,1,153.38,38,14,4
0,109,1,1,182.18,50,8,3
0,82,1,1,73.76,16,16,3
0,0,0,1,106.0,7,13,1
0,4,0,3,181.38,38,16,3
1,61,0,0,80.0,4,25,2
0,46,0,1,179.0,31,30,1
0,10,1,1,104.72,17,20,3
0,299,1,1,109.8,17,27,3
0,60,1,1,135.9,37,10,2
0,74,0,2,109.0,38,18,2
0,28,1,1,205.0,31,3,2
0,70,0,3,76.5,7,11,3
0,220,1,1,76.24,25,21,4
0,16,1,1,88.8,10,3,3
0,16,0,1,156.0,19,2,3
0,38,1,1,121.95,18,25,3
0,8,2,1,173.0,30,24,2
0,7,2,1,237.0,37,9,3
0,71,3,3,61.2,17,23,3
0,281,2,2,86.7,22,1,5
0,165,2,1,140.0,26,26,5
0,198,1,2,54.0,18,5,2
1,59,0,0,80.0,4,23,1
1,286,0,0,65.0,21,17,1
0,32,0,2,73.0,47,20,2
0,20,1,1,97.0,1,3,2
0,178,2,1,90.9,44,26,4
0,74,0,3,70.0,20,14,6
0,66,0,0,64.0,49,5,1
0,56,2,1,79.2,51,12,0
0,138,1,1,117.91,21,21,5
0,8,0,1,71.0,15,7,2
0,215,1,2,26.0,41,4,5
1,59,0,0,80.0,4,23,1
1,71,0,2,120.0,25,14,3
0,0,1,3,150.0,24,17,1
0,164,2,2,123.68,31,30,10
0,68,0,1,132.6,21,21,3
1,40,0,0,55.0,21,18,2
1,393,0,0,72.0,41,8,2
0,158,0,2,118.0,29,16,2
0,224,0,1,89.1,27,2,3
0,204,1,1,181.8,34,26,1
1,182,0,2,75.0,18,27,4
0,117,1,1,79.69,27,28,3
0,57,0,2,75.33,24,10,2
0,204,2,3,138.02,33,17,3
0,140,0,0,65.0,47,18,3
0,11,0,1,88.0,5,2,3
0,133,0,2,124.0,16,19,4
0,68,0,0,110.0,20,14,0
1,295,0,0,62.0,18,28,2
0,0,0,5,50.0,42,13,1
0,10,1,1,87.0,3,15,2
1,139,0,2,110.0,24,12,1
0,99,0,5,80.0,8,19,1
0,179,0,1,134.0,33,11,10
1,75,0,2,105.0,45,30,0
0,173,0,2,72.25,29,12,3
0,287,0,0,44.5,42,15,3
0,36,0,5,52.2,45,7,6
0,141,1,1,123.8,39,23,2
0,168,0,0,50.0,37,11,2
1,226,0,0,96.0,35,27,1
0,323,0,0,62.0,36,5,2
0,124,1,1,99.0,14,8,1
0,85,1,4,0.0,30,27,2
0,120,0,2,89.1,19,11,3
0,263,0,0,90.0,25,23,2
0,184,0,1,177.81,33,18,5
0,85,1,1,132.6,21,15,2
0,11,0,3,194.0,30,24,6
2,9,0,0,70.0,21,15,0
0,8,0,1,91.8,4,25,4
0,305,1,2,178.08,35,21,5
0,127,0,1,108.0,27,6,3
0,54,1,1,74.8,47,18,2
0,72,2,3,47.8,47,18,2
0,186,2,1,95.0,39,23,3
0,221,0,1,140.85,1,3,2
0,60,0,1,79.0,41,7,2
0,83,0,1,98.0,6,4,3
0,1,0,3,123.5,36,3,2
0,189,2,1,119.0,35,27,0
0,183,0,0,85.0,16,16,1
0,49,1,1,126.9,30,17,2
0,164,2,1,163.8,26,26,3
0,152,1,1,200.67,28,13,3
1,243,0,0,110.0,30,26,4
0,4,0,5,57.0,26,21,1
0,37,0,1,89.3,7,11,3
0,1,2,3,110.0,21,20,2
0,221,1,2,74.0,41,10,1
0,9,2,1,63.0,51,17,1
0,3,0,3,0.0,8,14,2
0,71,0,1,118.7,34,21,7
0,0,0,1,53.3,4,28,1
0,0,0,1,0.0,7,12,0
0,405,0,2,91.5,27,4,2
0,2,0,3,120.0,39,23,2
0,1,0,1,105.0,22,2,2
0,7,0,5,72.8,17,18,1
0,57,0,1,68.55,52,24,6
0,1,0,3,44.0,2,14,1
0,16,2,1,92.0,6,5,2
0,101,3,1,87.67,24,8,4
1,188,0,2,130.0,25,15,2
0,116,2,1,135.0,52,22,3
1,113,0,2,75.0,9,25,3
0,133,1,1,83.16,22,29,1
0,50,0,1,88.4,50,4,2
0,195,0,1,133.2,16,19,3
0,144,0,1,166.0,28,8,2
0,7,1,1,71.0,45,30,4
0,124,0,0,90.0,43,22,2
0,178,1,1,85.0,42,10,2
0,321,1,2,84.8,25,22,10
0,4,2,1,151.25,36,4,2
1,189,0,0,100.0,22,2,2
0,136,1,1,93.6,12,21,3
0,77,0,1,97.02,13,26,5
1,44,0,0,126.0,37,10,2
0,192,0,2,53.87,20,8,5
0,61,0,1,135.9,39,18,1
0,70,0,5,42.0,8,22,4
0,31,0,2,85.0,16,21,3
0,0,0,4,0.0,27,3,0
0,12,1,1,54.4,49,5,1
1,87,0,0,170.0,39,25,3
1,278,0,0,62.0,30,22,2
0,38,0,1,125.62,45,5,1
0,121,0,2,48.18,21,19,5
0,235,1,0,65.0,26,24,2
1,305,0,2,89.0,45,4,2
0,278,1,1,96.6,13,30,3
0,218,0,2,80.0,42,13,3
0,43,1,2,68.0,11,16,4
0,32,0,1,129.15,27,27,3
0,189,2,1,85.5,44,23,0
0,122,0,2,85.0,16,15,2
0,203,0,0,46.0,20,10,2
0,56,1,3,64.0,14,4,4
0,73,0,1,207.9,33,8,3
0,62,0,2,53.01,18,25,3
0,292,0,0,38.0,45,3,1
0,1,0,1,43.0,10,1,1
0,131,1,1,99.45,32,1,3
0,2,0,1,89.0,14,30,1
0,114,0,1,81.26,29,11,3
0,45,0,1,126.0,41,3,2
0,0,0,2,43.0,52,19,1
0,13,0,2,41.4,15,4,5
0,287,0,0,50.5,42,15,3
0,23,0,1,43.0,11,12,1
0,107,2,1,120.0,25,22,2
0,92,0,3,120.58,25,14,5
0,21,0,3,135.0,5,29,2
0,448,3,0,112.67,24,17,1
0,28,1,1,48.0,8,15,2
0,4,2,3,76.0,42,13,2
0,111,0,1,117.6,20,14,1
0,56,0,1,127.5,14,6,1
1,323,0,0,62.0,36,5,1
0,119,1,1,162.0,39,19,0
2,169,0,0,66.0,14,31,3
0,17,0,1,97.2,48,20,14
0,44,1,1,134.5,27,5,2
0,346,1,2,115.0,38,13,2
0,12,0,3,119.7,41,7,1
0,0,0,1,139.0,34,20,1
0,67,0,1,179.0,32,31,0
0,151,1,1,113.31,29,16,10
0,64,1,1,66.6,13,25,3
0,75,2,1,90.95,9,27,3
0,50,0,1,149.6,8,19,5
0,95,1,0,65.0,23,29,0
0,5,1,3,215.0,31,4,2
0,155,2,1,37.8,53,26,3
0,53,1,1,91.8,11,13,4
0,70,0,0,78.0,7,15,4
0,35,1,1,83.3,6,11,2
0,170,0,1,167.7,29,20,4
0,135,1,2,80.1,31,31,5
0,55,0,0,75.0,37,6,0
1,247,0,0,110.0,44,28,2
0,74,0,1,138.6,2,14,1
1,311,0,0,62.0,35,24,1
0,315,1,1,103.5,27,5,4
1,22,0,0,62.0,30,22,2
1,113,0,0,72.0,1,2,1
0,55,0,1,141.0,6,7,5
0,213,2,2,80.1,33,17,2
0,116,2,1,82.5,15,12,4
0,27,0,1,167.2,37,9,2
0,1,0,5,35.0,45,3,2
1,140,0,2,70.0,53,29,5
0,309,0,2,101.0,20,13,2
0,66,1,1,79.2,5,3,2
0,89,1,2,80.1,29,22,1
0,156,1,1,99.88,24,8,4
0,256,0,2,74.0,38,14,2
0,196,2,1,117.0,26,25,1
0,93,1,1,159.17,37,10,5
0,0,0,5,80.0,6,7,1
0,1,0,1,180.0,39,26,1
0,81,0,1,85.5,16,10,0
0,63,1,1,119.0,38,12,1
0,184,1,3,89.1,28,9,3
0,1,1,5,35.0,2,13,2
0,81,0,1,73.9,15,3,3
0,14,2,1,125.4,20,16,2
0,20,1,1,86.0,7,8,5
0,279,0,0,62.8,30,23,2
0,7,1,4,0.0,5,29,2
1,68,0,0,75.0,8,17,2
0,11,1,5,110.0,45,1,5
0,70,1,1,171.0,22,28,0
0,62,0,1,175.71,35,30,5
1,143,0,0,36.05,41,10,5
0,10,0,1,89.3,3,14,1
0,89,2,1,79.2,11,17,2
0,206,0,3,141.5,32,7,2
0,30,0,2,68.0,10,11,1
0,19,0,2,43.71,6,9,5
0,1,2,1,160.0,30,23,1
0,64,1,1,118.8,17,23,1
0,3,1,1,60.0,9,27,0
0,128,1,1,126.0,20,19,1
0,75,0,1,129.0,28,8,2
0,11,1,1,48.0,51,18,1
0,141,0,1,126.0,24,15,3
1,97,0,0,140.0,41,5,3
0,49,0,1,153.6,25,24,1
0,77,2,1,79.2,50,6,2
0,41,0,0,108.0,38,14,3
0,62,1,1,50.4,41,4,3
0,30,1,1,189.0,29,12,2
0,107,0,0,74.0,10,9,2
0,89,2,1,90.55,9,26,2
0,171,1,1,93.84,31,25,3
0,174,1,2,80.1,33,14,3
1,240,0,0,110.0,43,21,2
0,1,0,1,88.0,5,2,1
0,115,0,1,135.0,20,18,3
1,0,0,1,55.0,52,25,1
0,7,0,2,39.0,44,25,2
1,259,0,0,33.3,38,17,3
0,47,1,3,85.75,46,12,2
0,9,0,1,89.0,13,26,0
0,25,1,1,64.67,49,2,2
0,292,0,2,115.0,30,21,2
0,18,0,3,200.0,53,30,2
0,94,1,1,73.7,53,29,7
0,129,1,1,127.8,33,11,3
0,273,0,2,94.63,35,24,5
0,131,0,3,85.5,27,29,3
0,79,0,0,62.0,41,10,1
0,14,2,1,146.2,12,19,3
0,8,1,1,93.0,6,5,2
1,101,0,0,130.0,16,14,3
0,26,0,2,62.0,14,3,0
0,34,0,1,71.52,6,31,5
0,108,1,1,48.0,14,27,2
0,89,1,1,121.5,17,28,2
0,2,0,0,46.0,8,23,2
0,3,1,1,48.0,4,23,1
0,212,0,0,127.33,22,2,2
0,342,0,0,44.3,40,29,4
0,41,0,2,83.0,36,4,1
0,107,1,2,120.0,24,10,2
0,95,0,2,115.0,33,19,5
1,89,0,0,170.0,40,27,0
0,12,2,1,129.0,8,14,3
0,46,0,3,108.0,26,27,2
0,1,1,2,95.0,44,28,1
1,273,0,2,95.0,20,13,2
0,1,0,1,60.0,48,24,1
0,24,0,2,75.0,6,11,1
0,0,1,5,145.0,38,15,1
1,130,0,0,100.0,16,13,4
0,1,0,1,67.22,3,14,1
0,91,4,1,117.0,14,2,2
0,89,1,1,119.0,52,22,3
0,183,0,2,100.0,37,8,3
0,13,1,1,115.0,15,9,2
0,93,1,1,102.93,44,27,4
0,106,0,1,94.5,29,15,1
0,0,0,3,70.0,10,5,1
0,42,0,1,131.4,13,22,1
0,7,0,1,82.0,7,12,2
1,274,0,0,62.0,15,7,2
0,135,0,0,62.0,49,5,1
0,21,1,1,99.0,20,18,3
0,0,0,1,144.0,33,11,2
0,47,1,1,253.8,35,27,3
0,102,2,1,86.4,50,6,2
0,0,0,1,75.2,19,3,1
1,112,0,2,95.0,14,4,2
0,255,0,1,125.1,31,1,2
1,259,0,2,89.0,41,5,4
0,17,0,1,83.2,49,27,3
0,41,0,1,135.0,29,16,3
0,63,0,1,88.2,7,13,1
0,47,0,3,83.06,45,5,5
0,423,1,2,122.4,29,22,1
0,56,1,1,140.4,20,13,2
0,134,2,1,100.0,43,17,5
0,47,0,1,93.0,12,17,2
0,219,0,2,76.67,36,4,2
1,65,0,0,86.0,37,12,1
0,9,0,0,90.0,49,30,2
0,219,1,2,84.6,24,15,3
0,33,3,1,125.1,37,9,2
0,164,0,2,100.0,40,2,2
0,42,1,1,75.95,4,17,0
0,236,0,0,48.0,20,12,3
0,115,0,0,70.0,12,18,2
0,310,1,2,56.7,23,4,6
0,65,0,3,85.75,46,11,2
0,55,2,1,43.0,1,2,2
0,56,2,1,108.0,45,2,3
0,174,0,1,118.8,19,13,1
0,4,0,0,68.0,2,14,1
0,91,0,3,95.94,15,3,3
0,8,0,5,45.0,14,6,1
0,82,1,1,62.86,7,14,5
0,37,0,2,95.0,42,13,3
1,71,0,2,120.0,25,14,3
0,2,0,1,135.0,19,1,4
1,177,0,1,72.0,26,20,5
0,25,0,1,157.5,17,26,1
0,43,0,2,137.33,53,31,3
0,65,0,2,100.0,40,2,2
0,273,0,3,153.75,26,29,5
0,247,1,2,115.0,24,6,1
0,35,0,0,130.0,19,10,1
0,74,0,1,195.43,35,24,5
1,297,0,0,62.0,33,10,1
0,5,0,1,174.0,49,28,0
0,1,2,1,210.0,33,13,0
0,58,0,2,80.0,5,27,2
0,53,0,1,108.0,15,13,1
1,69,0,2,120.0,25,12,4
0,177,2,1,130.05,33,11,3
0,73,0,1,100.3,12,22,4
0,74,0,2,109.0,38,18,2
0,5,1,1,158.0,38,17,1
0,143,0,3,122.1,48,24,3
0,0,0,1,6.0,15,8,1
1,135,0,0,90.0,17,23,0
0,0,0,3,45.0,8,16,1
0,59,1,2,75.0,47,14,2
0,126,0,3,117.0,22,30,4
0,9,1,1,268.0,32,6,3
0,0,1,3,89.0,33,13,2
0,260,1,2,64.35,38,18,10
0,197,1,2,72.25,35,24,3
0,52,0,1,190.7,34,14,4
0,45,1,1,56.0,12,18,2
1,222,0,0,49.95,38,15,5
0,120,0,1,122.4,24,17,5
0,110,0,2,94.5,30,25,1
0,105,1,2,131.5,23,31,5
1,68,0,0,75.0,8,17,2
1,198,0,0,90.0,49,5,1
0,0,1,1,39.0,52,21,0
0,63,0,1,80.1,14,28,1
1,211,0,2,115.0,23,31,3
0,33,1,1,104.4,36,2,1
0,254,0,2,58.7,23,4,10
0,7,1,1,160.0,17,29,2
0,22,1,3,100.0,8,19,5
0,141,0,1,137.7,35,22,2
0,1,1,4,0.0,46,12,1
0,147,0,3,102.3,24,11,1
0,82,2,3,294.0,30,23,5
0,53,0,1,64.0,52,23,2
0,63,0,2,116.0,36,4,2
1,134,0,2,65.0,49,4,2
0,77,1,1,105.3,27,26,0
0,68,0,0,62.0,37,12,2
0,9,0,5,66.0,6,31,0
0,31,0,5,95.0,42,9,2
0,194,2,3,8.43,37,7,5
0,112,1,1,112.5,33,9,4
0,104,0,1,76.5,16,15,2
0,65,0,1,171.3,47,19,21
1,88,0,0,170.0,39,26,2
0,1,1,1,71.0,44,29,1
0,0,2,3,48.0,5,4,1
1,336,0,2,80.0,38,18,2
0,0,0,3,80.0,15,6,2
0,66,1,1,141.9,36,1,3
0,98,1,1,121.5,29,15,2
0,48,0,1,159.3,23,29,0
1,164,0,0,60.0,33,14,1
0,3,0,5,48.0,40,1,1
0,170,2,1,103.26,27,2,1
0,13,0,1,170.0,21,25,1
0,150,1,1,139.5,18,5,2
1,137,0,0,70.0,5,27,2
0,28,0,2,130.0,44,29,1
0,76,0,2,120.0,42,10,0
0,11,1,0,50.0,42,9,0
0,114,0,1,189.0,29,14,3
0,132,1,3,57.8,22,26,3
0,183,0,0,85.0,16,16,1
0,164,0,2,100.0,40,2,2
0,111,1,1,105.3,29,14,2
0,35,0,1,88.0,7,16,3
0,1,0,1,79.0,23,31,1
0,181,0,1,160.53,30,22,11
0,72,2,1,32.4,48,25,4
0,115,0,0,90.0,12,18,2
0,185,1,1,135.36,28,11,6
0,1,0,2,65.0,12,19,4
0,160,0,2,70.67,53,30,3
0,115,0,0,90.0,12,18,2
0,23,0,2,109.0,1,2,1
0,33,0,1,162.0,30,25,1
0,154,0,5,88.2,36,3,3
0,139,2,2,57.6,23,31,9
0,1,1,1,159.0,38,15,1
1,327,0,0,62.0,37,9,2
0,79,1,1,119.0,1,2,3
0,0,0,3,139.0,29,10,0
1,271,0,0,62.0,29,15,2
0,67,0,1,149.4,38,15,6
0,82,1,1,190.0,29,16,0
0,66,0,2,75.0,41,9,2
0,55,0,2,104.0,15,6,1
0,196,2,1,106.0,27,29,7
1,135,0,0,90.0,17,23,0
0,93,0,1,166.0,24,10,2
1,277,0,0,78.5,41,5,10
0,0,0,1,64.95,12,24,2
0,200,2,1,79.2,11,17,2
0,12,0,2,58.0,51,19,2
0,366,0,1,104.0,19,13,2
0,3,0,3,182.1,30,18,4
0,156,1,2,102.8,30,20,4
0,69,1,1,140.0,31,1,1
0,4,1,1,39.0,4,22,3
0,73,0,2,85.0,39,18,3
0,0,0,1,216.0,34,15,0
0,5,2,1,105.0,34,16,1
0,335,0,2,80.0,42,13,3
0,28,2,5,89.0,8,22,1
0,20,0,1,100.0,45,4,1
0,133,0,2,130.5,29,20,3
0,256,1,2,115.0,25,15,2
0,10,1,1,158.4,15,15,1
0,119,0,0,109.0,41,6,3
0,49,1,1,121.6,24,14,4
0,9,2,3,160.0,2,14,1
0,23,1,3,201.6,31,30,3
1,249,0,1,89.25,43,22,2
0,168,0,1,42.69,1,1,5
0,223,0,2,167.6,34,16,5
0,0,0,3,75.0,33,11,1
0,51,1,1,88.4,3,20,2
0,409,1,0,112.67,22,31,3
0,76,0,1,105.0,15,11,5
0,17,1,1,130.5,17,28,2
0,120,0,2,89.1,23,8,2
0,8,1,1,60.0,7,13,0
0,55,2,1,52.7,14,29,5
0,55,0,1,149.4,39,20,3
0,58,0,3,120.0,17,29,1
0,82,2,1,162.0,18,5,2
0,22,0,1,85.0,45,6,3
1,503,0,0,62.8,48,24,2
0,142,2,1,229.0,33,16,4
1,143,0,0,36.05,41,10,5
1,169,0,2,170.0,23,8,3
0,10,0,0,90.0,6,6,1
0,76,1,2,85.0,15,11,4
0,0,0,3,55.0,9,21,0
1,278,0,0,65.0,33,11,1
0,37,1,1,94.36,44,27,3
0,383,0,0,48.0,41,6,3
0,147,2,1,126.0,15,13,3
0,194,1,2,97.4,33,7,2
0,31,2,1,88.0,6,10,2
0,0,0,3,60.0,8,21,1
0,0,0,1,30.99,2,9,0
0,30,1,2,85.0,11,11,2
0,2,2,2,75.0,3,19,3
1,475,0,0,62.0,44,27,2
0,204,0,1,73.65,35,26,2
1,281,0,0,62.0,16,14,2
0,244,0,0,8.0,36,2,5
0,125,0,2,68.5,39,20,7
0,137,2,1,184.5,29,15,2
0,239,0,0,158.0,16,22,5
0,292,0,2,115.0,30,21,2
0,223,1,2,68.4,18,4,5
0,50,0,3,85.75,46,12,2
0,208,1,1,127.72,22,1,3
0,386,1,2,115.0,44,23,0
0,23,1,1,96.0,50,4,0
0,44,1,1,240.0,34,24,3
0,10,0,2,38.12,42,11,2
0,166,0,1,128.7,36,29,0
1,50,0,0,75.0,43,24,1
0,140,0,0,65.0,47,18,3
0,75,0,0,62.0,38,19,2
1,92,0,0,170.0,40,30,1
0,2,0,6,80.0,13,29,2
0,8,0,1,52.8,19,4,1
0,147,2,1,103.7,27,1,2
0,65,0,1,114.0,13,23,4
0,64,1,1,94.5,31,25,3
1,245,0,2,75.0,25,17,2
0,23,0,1,198.9,19,7,2
0,7,1,5,80.0,10,3,1
0,163,0,2,38.25,40,27,5
0,34,0,2,99.9,16,12,1
0,19,0,0,39.0,49,2,2
0,4,0,5,121.0,23,31,1
0,1,1,3,80.0,6,6,0
0,40,1,1,77.6,22,28,0
0,72,0,0,85.67,44,28,3
0,4,0,0,62.0,35,25,4
0,139,0,1,162.0,25,22,3
0,418,0,2,107.0,40,26,2
0,225,0,0,46.0,22,26,3
0,263,0,1,89.0,22,1,5
0,9,1,1,66.0,12,18,1
0,19,1,3,136.67,44,27,3
1,304,0,0,74.0,23,8,3
0,251,1,2,195.98,33,9,7
0,107,1,1,76.5,34,21,2
0,169,1,1,94.5,29,13,3
0,38,0,1,70.0,14,2,2
1,276,0,0,62.0,30,20,1
0,240,2,2,90.95,43,21,5
1,386,0,0,62.0,31,28,2
0,20,0,5,110.0,19,10,2
1,92,0,0,170.0,40,30,1
0,323,0,0,62.0,36,5,2
0,145,0,3,72.0,12,14,10
0,1,1,5,67.0,11,9,1
0,191,3,1,264.0,34,21,3
0,6,1,2,70.0,53,27,5
0,146,0,0,52.0,44,28,2
0,151,1,1,39.0,12,19,5
0,11,1,1,68.0,50,7,0
0,0,0,3,39.0,44,27,1
0,1,1,1,54.0,5,30,1
0,109,0,1,112.05,17,28,2
0,26,0,2,130.0,20,17,2
0,1,0,1,144.0,29,13,1
0,37,2,1,59.07,13,24,3
0,109,1,1,129.6,37,7,3
0,12,4,1,145.0,22,28,2
0,125,0,2,106.55,30,18,5
0,134,0,0,75.0,8,25,1
0,14,0,5,95.0,25,22,1
0,0,0,2,84.0,10,2,1
0,268,0,1,125.1,33,18,2
0,34,0,1,169.2,46,7,2
0,116,0,2,75.75,10,28,2
0,179,1,2,56.7,23,9,5
0,282,1,3,154.8,25,24,5
1,468,0,0,62.0,43,20,2
0,309,0,2,89.1,19,13,3
0,54,1,1,111.11,24,10,2
0,1,0,1,41.48,45,6,5
0,41,1,1,56.0,42,11,2
1,99,0,2,85.0,12,21,3
0,66,1,1,62.18,12,19,2
0,38,0,2,63.4,44,24,3
1,92,0,0,79.0,9,26,2
0,7,0,1,161.5,1,1,2
0,0,0,3,204.0,13,31,1
0,108,1,1,147.25,24,11,2
0,8,1,1,150.0,23,6,1
1,75,0,2,105.0,45,30,0
0,1,0,1,90.0,5,29,1
0,10,2,1,61.5,45,3,3
0,15,0,1,194.0,30,18,3
0,2,1,1,75.0,2,4,1
0,39,0,1,149.4,38,15,2
1,426,0,0,62.0,37,8,2
0,29,1,1,97.29,28,5,5
0,131,2,1,76.23,32,5,2
0,0,0,2,0.0,12,14,0
0,8,0,3,161.0,36,1,2
0,21,0,2,78.0,11,16,3
0,2,0,3,39.0,6,3,1
0,143,0,1,100.3,23,2,3
0,36,1,0,64.0,43,20,3
0,3,0,5,118.15,29,11,2
0,5,1,5,89.0,15,5,1
0,64,1,5,140.0,21,17,2
0,157,1,1,72.15,23,29,5
0,3,2,3,205.33,31,25,2
0,0,1,5,50.0,48,23,1
0,2,0,0,62.0,36,5,2
0,14,1,1,115.0,11,16,1
1,60,0,2,75.0,13,20,2
0,148,2,1,119.0,9,27,3
0,11,2,3,146.0,41,4,4
0,19,0,5,100.0,26,22,2
0,203,1,2,107.1,29,18,5
0,266,0,1,73.95,53,26,3
0,76,2,1,126.9,25,17,2
0,10,0,1,140.0,29,19,2
0,285,2,0,66.0,39,20,5
0,123,0,0,64.0,9,27,1
0,63,2,1,58.0,44,24,1
0,12,1,1,77.57,37,7,3
1,245,0,2,75.0,25,17,2
0,4,0,3,170.0,12,24,2
0,138,1,3,227.78,31,27,5
0,4,0,3,151.0,23,6,1
1,59,0,0,80.0,4,23,1
0,95,0,2,80.75,19,6,2
0,2,0,0,65.0,39,23,2
0,4,1,1,151.2,31,26,1
0,19,0,2,80.0,41,6,3
