hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,9,2015,December,49,5,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,85.6,0,2,Check-Out,2015-12-08
City Hotel,0,39,2016,November,46,11,2,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,73.81,0,1,Check-Out,2016-11-16
City Hotel,1,256,2017,March,12,24,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,0,Canceled,2016-08-24
City Hotel,0,0,2016,August,32,1,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,1,Check-Out,2016-08-02
City Hotel,0,37,2016,May,20,13,0,1,1,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,0,Check-Out,2016-05-14
City Hotel,0,31,2017,January,1,5,0,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,2,Check-Out,2017-01-08
City Hotel,0,94,2016,April,16,13,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,85.5,0,1,Check-Out,2016-04-15
City Hotel,0,211,2016,August,35,25,1,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,0,Check-Out,2016-08-29
City Hotel,1,2,2017,June,24,11,2,1,1,0.0,0,BB,PRT,Aviation,Corporate,1,0,2,A,A,0,No Deposit,,153.0,0,Transient,95.0,0,0,No-Show,2017-06-11
City Hotel,1,211,2017,May,21,24,0,4,1,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2016-10-25
City Hotel,0,22,2015,December,51,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,40.0,0,Transient-Party,65.0,0,0,Check-Out,2015-12-19
Resort Hotel,0,126,2017,August,34,24,2,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,204.0,0,2,Check-Out,2017-08-29
City Hotel,0,4,2016,April,15,8,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,1,Check-Out,2016-04-12
City Hotel,1,109,2016,February,9,21,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,44,Transient,75.0,0,0,Canceled,2015-12-18
Resort Hotel,0,47,2016,November,48,26,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,240.0,,0,Transient-Party,73.3,0,2,Check-Out,2016-11-27
City Hotel,0,0,2015,August,33,12,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,1,Check-Out,2015-08-16
City Hotel,0,276,2016,September,39,22,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,178,Transient-Party,116.33,0,0,Check-Out,2016-09-25
City Hotel,0,68,2017,January,1,3,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,72.07,0,1,Check-Out,2017-01-06
City Hotel,0,17,2016,March,11,9,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,79.0,0,0,Check-Out,2016-03-11
City Hotel,0,26,2017,July,28,15,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,108.0,0,1,Check-Out,2017-07-16
Resort Hotel,0,38,2016,October,44,23,1,0,1,0.0,0,BB,GBR,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,336.0,,0,Transient,46.0,0,1,Check-Out,2016-10-24
Resort Hotel,1,106,2016,July,30,21,1,3,2,2.0,0,BB,ARG,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,252.0,0,0,Canceled,2016-06-13
City Hotel,0,195,2016,August,33,13,0,1,2,2.0,0,BB,DEU,Direct,Direct,0,0,0,E,F,0,No Deposit,14.0,,0,Transient,165.9,0,0,Check-Out,2016-08-14
City Hotel,0,1,2015,September,36,3,0,2,1,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,123.5,0,0,Check-Out,2015-09-05
City Hotel,0,32,2017,August,33,17,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,234.0,0,3,Check-Out,2017-08-21
City Hotel,0,257,2015,July,27,1,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient,80.0,0,0,Check-Out,2015-07-03
City Hotel,0,74,2017,January,1,7,2,3,2,0.0,0,BB,ROU,Groups,TA/TO,0,0,0,D,D,2,No Deposit,330.0,,0,Transient-Party,78.0,0,2,Check-Out,2017-01-12
City Hotel,0,173,2017,July,28,15,2,5,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,83.0,,0,Transient,114.92,0,0,Check-Out,2017-07-22
City Hotel,1,168,2015,September,37,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Canceled,2015-07-22
Resort Hotel,0,77,2017,May,21,23,0,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,,0,Transient,80.0,0,1,Check-Out,2017-05-28
City Hotel,0,87,2016,April,15,9,2,2,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,80.75,0,1,Check-Out,2016-04-13
City Hotel,0,13,2015,September,37,7,3,6,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.33,0,1,Check-Out,2015-09-16
City Hotel,1,54,2015,December,52,24,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient,87.0,0,2,Canceled,2015-12-12
City Hotel,1,33,2015,October,40,1,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,79.35,0,1,Canceled,2015-09-30
Resort Hotel,1,107,2017,June,25,22,0,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.0,0,2,Canceled,2017-03-07
Resort Hotel,1,242,2017,August,31,1,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0,0,Canceled,2017-07-16
Resort Hotel,1,18,2017,June,25,21,1,4,2,0.0,0,BB,IDN,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,222.0,0,2,Canceled,2017-06-12
City Hotel,0,4,2016,October,42,10,1,2,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,332.0,0,Transient,159.0,0,0,Check-Out,2016-10-13
City Hotel,0,38,2017,March,13,26,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,71.82,0,0,Check-Out,2017-03-30
City Hotel,1,221,2016,June,24,10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,15,Transient,80.0,0,0,Canceled,2015-11-17
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016-01-18
City Hotel,1,270,2017,July,27,7,0,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,154.8,0,1,Canceled,2017-03-27
City Hotel,0,30,2016,March,10,4,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,88.4,0,0,Check-Out,2016-03-06
City Hotel,0,0,2016,May,20,9,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient-Party,93.0,0,0,Check-Out,2016-05-10
City Hotel,0,124,2016,June,27,27,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.3,0,2,Check-Out,2016-06-30
City Hotel,0,0,2017,March,12,24,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152.0,,0,Transient,64.95,0,0,Check-Out,2017-03-26
Resort Hotel,0,363,2016,October,42,11,2,5,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,C,1,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-18
Resort Hotel,0,5,2017,August,33,13,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,210.0,0,1,Check-Out,2017-08-15
City Hotel,1,50,2016,March,11,11,2,2,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,82.45,0,0,Canceled,2016-01-25
City Hotel,1,52,2017,March,11,13,1,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,80.0,0,0,Canceled,2017-01-20
Resort Hotel,0,0,2015,October,41,9,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,67.0,0,0,Check-Out,2015-10-10
City Hotel,0,58,2016,June,27,27,1,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,180.9,0,2,Check-Out,2016-06-29
City Hotel,1,33,2016,October,41,5,0,4,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,157.5,0,1,Canceled,2016-09-06
City Hotel,0,0,2016,July,29,10,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,139.0,0,0,Check-Out,2016-07-11
City Hotel,1,46,2016,May,20,14,1,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,198.9,0,0,Canceled,2016-05-04
Resort Hotel,1,47,2016,October,43,16,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,75.0,0,1,Canceled,2016-09-05
Resort Hotel,0,212,2017,July,28,9,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient-Party,118.0,0,1,Check-Out,2017-07-13
City Hotel,1,95,2017,July,30,28,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1,Canceled,2017-04-24
Resort Hotel,0,81,2015,August,33,9,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Transient,130.0,0,0,Check-Out,2015-08-16
City Hotel,0,46,2017,June,26,27,0,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,108.0,0,0,Check-Out,2017-06-29
Resort Hotel,1,23,2017,February,8,24,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,405.0,0,Transient-Party,42.0,0,0,No-Show,2017-02-24
Resort Hotel,0,1,2015,October,43,24,0,1,1,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,0,Check-Out,2015-10-25
City Hotel,0,60,2017,February,6,11,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,97.28,0,1,Check-Out,2017-02-16
City Hotel,1,391,2016,August,32,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
Resort Hotel,0,84,2017,March,9,1,6,19,2,0.0,0,HB,CN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440.0,,0,Transient-Party,55.8,0,1,Check-Out,2017-03-26
Resort Hotel,0,96,2017,March,12,19,2,5,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient,34.0,0,1,Check-Out,2017-03-26
Resort Hotel,0,14,2015,October,44,26,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,47.0,0,Transient,48.0,0,0,Check-Out,2015-10-30
City Hotel,1,117,2017,April,14,5,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,93.5,0,0,Canceled,2016-12-09
City Hotel,0,1,2016,June,25,12,2,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.0,0,0,Check-Out,2016-06-14
City Hotel,0,55,2016,July,28,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,219.0,0,Transient-Party,79.0,0,0,Check-Out,2016-07-08
Resort Hotel,1,277,2016,June,25,12,2,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0,Canceled,2016-03-29
City Hotel,0,209,2017,August,33,14,1,2,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,188.0,0,1,Check-Out,2017-08-17
Resort Hotel,0,178,2017,August,33,18,2,5,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,170.03,0,0,Check-Out,2017-08-25
Resort Hotel,0,2,2017,February,8,23,0,2,1,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,68.0,,0,Transient,46.0,0,0,Check-Out,2017-02-25
Resort Hotel,0,112,2017,March,11,15,0,3,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,C,0,No Deposit,,477.0,0,Transient-Party,40.0,0,0,Check-Out,2017-03-18
Resort Hotel,0,3,2016,January,5,24,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,314.0,,0,Transient,29.0,1,0,Check-Out,2016-01-25
City Hotel,0,18,2017,June,23,5,1,1,2,0.0,0,BB,FIN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,140.0,0,2,Check-Out,2017-06-07
Resort Hotel,1,184,2016,June,24,11,4,10,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,77.85,0,0,No-Show,2016-06-11
Resort Hotel,0,38,2016,April,17,20,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,83.0,0,1,Check-Out,2016-04-27
City Hotel,1,93,2017,April,15,15,2,2,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,139.5,0,0,Canceled,2017-02-12
City Hotel,0,113,2016,June,24,9,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,116.1,0,1,Check-Out,2016-06-12
City Hotel,0,39,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,1,Check-Out,2015-08-12
City Hotel,0,76,2015,November,46,8,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,49.07,0,0,Check-Out,2015-11-11
City Hotel,0,7,2016,May,21,16,1,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-20
City Hotel,0,60,2017,April,15,11,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,1,Check-Out,2017-04-14
Resort Hotel,1,56,2016,March,13,24,0,3,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,110.0,0,0,Canceled,2016-02-03
Resort Hotel,1,15,2017,August,33,15,1,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,273.0,0,1,Canceled,2017-08-03
City Hotel,0,73,2016,October,41,6,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,113.4,0,1,Check-Out,2016-10-07
City Hotel,1,52,2016,November,47,19,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,2,Canceled,2016-10-06
Resort Hotel,0,287,2015,October,42,15,2,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,,223.0,0,Transient-Party,50.5,1,0,Check-Out,2015-10-20
Resort Hotel,0,138,2016,July,30,23,2,4,3,0.0,0,Undefined,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,318.0,0,1,Check-Out,2016-07-29
City Hotel,0,2,2017,January,3,18,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,115.0,0,0,Check-Out,2017-01-19
City Hotel,1,7,2016,December,51,13,0,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,2,Canceled,2016-12-07
City Hotel,0,91,2017,April,16,17,1,4,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,100.0,0,0,Check-Out,2017-04-22
City Hotel,0,22,2015,October,41,6,0,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,107.0,0,2,Check-Out,2015-10-10
City Hotel,1,210,2017,June,25,19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,130.0,0,0,Canceled,2017-01-24
City Hotel,1,10,2015,October,41,8,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,145.0,0,0,Canceled,2015-10-08
City Hotel,0,44,2016,November,45,1,0,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,2,Check-Out,2016-11-06
Resort Hotel,0,1,2016,March,10,1,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,240.0,,0,Transient,43.0,0,1,Check-Out,2016-03-02
City Hotel,0,18,2016,October,45,30,2,0,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,103.18,0,1,Check-Out,2016-11-01
City Hotel,1,11,2016,August,34,18,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.5,0,1,Canceled,2016-08-11
City Hotel,0,24,2016,November,49,27,2,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,80.2,0,0,Check-Out,2016-11-30
Resort Hotel,0,4,2017,January,1,2,1,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,34.0,0,0,Check-Out,2017-01-04
Resort Hotel,1,202,2017,July,29,20,4,10,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177.0,,0,Transient,158.63,0,0,Canceled,2017-01-04
City Hotel,1,57,2016,May,22,28,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,1,Canceled,2016-05-28
City Hotel,1,109,2016,October,42,11,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2016-10-07
City Hotel,1,49,2016,March,13,21,1,3,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.8,0,1,Canceled,2016-03-13
City Hotel,1,172,2017,May,20,15,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Canceled,2016-11-25
City Hotel,1,112,2016,March,14,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,64.0,0,0,Canceled,2016-01-11
City Hotel,0,28,2016,May,21,20,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,2,Check-Out,2016-05-21
City Hotel,0,63,2016,February,8,15,1,3,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,58.0,0,0,Check-Out,2016-02-19
City Hotel,0,14,2015,September,39,26,2,1,1,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,200.0,0,0,Check-Out,2015-09-29
City Hotel,0,1,2017,June,26,25,2,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.0,0,1,Check-Out,2017-06-30
City Hotel,0,23,2016,October,44,27,0,1,3,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,118.0,,0,Transient,119.4,0,1,Check-Out,2016-10-28
City Hotel,0,0,2016,January,2,6,0,2,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,2,No Deposit,,,0,Transient,76.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,5,2017,February,7,18,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,92.0,0,2,Check-Out,2017-02-19
City Hotel,0,212,2017,June,22,2,1,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,127.33,0,0,Check-Out,2017-06-05
Resort Hotel,0,152,2016,June,24,11,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,40.0,,0,Contract,62.9,0,0,Check-Out,2016-06-18
City Hotel,0,134,2016,October,42,15,2,1,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.0,0,2,Check-Out,2016-10-18
City Hotel,1,608,2017,March,10,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,0,191,2016,June,26,23,0,3,1,0.0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,34.0,,0,Transient-Party,95.0,0,0,Check-Out,2016-06-26
City Hotel,1,12,2016,June,25,12,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,136.0,0,0,Canceled,2016-06-03
City Hotel,0,55,2015,November,46,10,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,73.8,0,2,Check-Out,2015-11-11
City Hotel,1,391,2016,August,32,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21
City Hotel,1,302,2015,August,33,15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06
City Hotel,0,59,2016,February,6,6,2,2,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2016-02-10
Resort Hotel,0,30,2016,December,51,16,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,49.0,1,1,Check-Out,2016-12-18
City Hotel,0,316,2016,May,22,26,0,3,2,0.0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,110.0,0,0,Check-Out,2016-05-29
City Hotel,0,3,2017,August,33,14,1,0,1,0.0,0,BB,PRT,Corporate,Direct,1,0,5,D,D,1,No Deposit,,,0,Transient,95.0,1,2,Check-Out,2017-08-15
Resort Hotel,0,0,2016,November,48,20,1,0,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,105.0,0,0,Check-Out,2016-11-21
Resort Hotel,0,18,2016,January,4,22,0,1,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,242.0,,0,Transient,88.0,0,1,Check-Out,2016-01-23
City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2016-01-06
City Hotel,1,75,2016,October,45,30,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2016-10-17
City Hotel,1,271,2017,May,18,3,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,5,Transient,100.0,0,0,Canceled,2017-03-09
City Hotel,0,423,2017,July,29,22,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,95.5,0,0,Check-Out,2017-07-24
City Hotel,0,8,2016,April,15,5,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0,1,Check-Out,2016-04-06
City Hotel,0,0,2016,February,9,27,0,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,A,0,No Deposit,,203.0,0,Transient-Party,0.0,0,1,Check-Out,2016-02-27
City Hotel,0,56,2016,March,10,3,0,3,2,0.0,0,BB,ESP,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,72.0,0,0,Check-Out,2016-03-06
